"id","year","month","taxaSubGroup"
"647f12606baa2e003f8e175a","2019","05","Amphibians"
"647f11ef6baa2e003f8cc568","2017","04","Amphibians"
"655f2d72ffe55200170f7dcb","2018","09","Amphibians"
"6481713980233a002144763e","2018","07","Amphibians"
"647f10dd6baa2e003f899262","2014","06","Amphibians"
"647f11c66baa2e003f8c4c43","2020","01","Amphibians"
"647f12156baa2e003f8d38b9","2017","09","Amphibians"
"653a54b34b4b60006e350264","2012","03","Amphibians"
"64525344d9db0801d6bab66f","2022","02","Amphibians"
"647f11166baa2e003f8a3f23","2014","05","Amphibians"
"647f11dc6baa2e003f8c8b58","2017","11","Amphibians"
"653a6fff794f0400153b6cf5","2015","09","Amphibians"
"647f11056baa2e003f8a09b2","2013","02","Amphibians"
"647f12006baa2e003f8cf915","2017","07","Amphibians"
"647f10ee6baa2e003f89c627","2006","06","Amphibians"
"6481713180233a0021445e65","2016","10","Amphibians"
"647f11386baa2e003f8aa376","2016","10","Amphibians"
"647f116d6baa2e003f8b401d","2019","10","Amphibians"
"647f11b16baa2e003f8c0d0d","2018","07","Amphibians"
"647f11ef6baa2e003f8cc649","2017","04","Amphibians"
"647f12356baa2e003f8d959d","2020","05","Amphibians"
"647f11126baa2e003f8a330d","2014","04","Amphibians"
"647f11b66baa2e003f8c1b6a","2016","03","Amphibians"
"647f121e6baa2e003f8d5259","2020","05","Amphibians"
"647f10f26baa2e003f89d397","2008","05","Amphibians"
"6481713080233a0021445b42","2016","04","Amphibians"
"647f12266baa2e003f8d698b","2020","06","Amphibians"
"647f12756baa2e003f8e5766","2021","08","Amphibians"
"647f11086baa2e003f8a159e","2013","06","Amphibians"
"647f127e6baa2e003f8e7170","2021","08","Amphibians"
"647f11046baa2e003f8a0780","2013","01","Amphibians"
"655f50c1ffe5520017192467","2019","07","Amphibians"
"647f12476baa2e003f8dcc25","2019","06","Amphibians"
"647f11bf6baa2e003f8c3738","2016","05","Amphibians"
"647f11a86baa2e003f8bf188","2015","07","Amphibians"
"647f10e56baa2e003f89ab1c","2016","01","Amphibians"
"647f11896baa2e003f8b9427","2015","05","Amphibians"
"647f10f86baa2e003f89e2fb","2011","01","Amphibians"
"647f11756baa2e003f8b5960","2014","09","Amphibians"
"647f10ee6baa2e003f89c7ce","2007","04","Amphibians"
"655f6aaeffe55200171e9540","1990","10","Amphibians"
"647f12146baa2e003f8d32e9","2017","07","Amphibians"
"6481713080233a0021445bae","2014","08","Amphibians"
"655f488effe552001716fac3","2018","07","Amphibians"
"647f116f6baa2e003f8b472d","2019","11","Amphibians"
"647f127e6baa2e003f8e70f6","2021","10","Amphibians"
"655f4f2dffe552001718ca02","2022","02","Amphibians"
"647f11e16baa2e003f8c9c80","2020","07","Amphibians"
"647f11596baa2e003f8b069f","2017","01","Amphibians"
"647f12816baa2e003f8e7aaa","2021","11","Amphibians"
"647f10fe6baa2e003f89f721","2012","06","Amphibians"
"647f114a6baa2e003f8ad8f7","2016","08","Amphibians"
"647f127d6baa2e003f8e706a","2019","01","Amphibians"
"647f128f6baa2e003f8ea3cd","2019","07","Amphibians"
"647f12566baa2e003f8df9b8","2021","03","Amphibians"
"647f11cd6baa2e003f8c60fb","2020","04","Amphibians"
"647f10eb6baa2e003f89be96","2006","07","Amphibians"
"647f11aa6baa2e003f8bf80f","2015","09","Amphibians"
"653ab23f9a3184000d62f6c1","2023","08","Amphibians"
"647f11246baa2e003f8a67d9","2016","05","Amphibians"
"64525376d9db0801d6bbcbc1","2022","12","Angiosperms"
"655f366dffe55200171248c8","2022","05","Angiosperms"
"655f4d7cffe55200171856dc","2023","04","Angiosperms"
"66080fe4f071640054593100","2023","10","Angiosperms"
"653a4d674b4b60006e328a2e","2022","03","Angiosperms"
"6452390bd9db0801d6b72bcb","2020","04","Angiosperms"
"645238fbd9db0801d6b6d540","2020","05","Angiosperms"
"655f2f59ffe5520017103141","2013","04","Angiosperms"
"648171af80233a002145ed18","2009","12","Angiosperms"
"64523913d9db0801d6b7555e","2021","02","Angiosperms"
"655f2aecffe55200170ecce8","2022","07","Angiosperms"
"655f572dffe55200171a7f54","2022","04","Angiosperms"
"655f3bf8ffe552001713c29c","2018","05","Angiosperms"
"6481719d80233a002145b527","2013","09","Angiosperms"
"655f39a2ffe55200171328f1","2022","05","Angiosperms"
"64523908d9db0801d6b71895","2020","05","Angiosperms"
"655f4458ffe552001715cac5","2020","10","Angiosperms"
"648171b580233a002146014d","2013","09","Angiosperms"
"6607edf2f07164005454af22","2023","06","Angiosperms"
"655f3d89ffe55200171442d9","2021","10","Angiosperms"
"653a518c4b4b60006e33cf4e","2022","04","Angiosperms"
"6452393ed9db0801d6b84144","2016","01","Angiosperms"
"655f3b7fffe552001713a788","2018","12","Angiosperms"
"655f39a6ffe552001713364f","2023","04","Angiosperms"
"64523906d9db0801d6b71145","2019","05","Angiosperms"
"655f445cffe552001715d606","2023","03","Angiosperms"
"655f2bfaffe55200170efa43","2021","12","Angiosperms"
"648171a980233a002145dad8","2012","10","Angiosperms"
"645238f2d9db0801d6b6a28e","2019","07","Angiosperms"
"655f46a6ffe55200171659e7","2021","04","Angiosperms"
"655f49b1ffe5520017174d3c","2021","12","Angiosperms"
"653a4c544b4b60006e322139","2018","04","Angiosperms"
"645238f6d9db0801d6b6b8cc","2019","04","Angiosperms"
"6452390cd9db0801d6b72f0e","2020","08","Angiosperms"
"645212d8d9db0801d6b0641a","1995","12","Angiosperms"
"655f40c4ffe5520017151086","2023","03","Angiosperms"
"6452390cd9db0801d6b7314a","2020","05","Angiosperms"
"655f2f51ffe5520017101868","2023","09","Angiosperms"
"645212ced9db0801d6b02f05","2000","08","Angiosperms"
"653ab79e9a3184000d64db45","2022","09","Angiosperms"
"655f2c02ffe55200170f1334","2022","04","Angiosperms"
"655f4cdbffe5520017182500","2022","12","Angiosperms"
"64523904d9db0801d6b7045b","2020","03","Angiosperms"
"645238f2d9db0801d6b6a18e","2018","10","Angiosperms"
"645238fcd9db0801d6b6d7ec","2018","11","Angiosperms"
"645212e8d9db0801d6b0b928","1994","07","Angiosperms"
"655f525fffe5520017199c1f","2020","01","Angiosperms"
"655f50bfffe552001719209d","2023","02","Angiosperms"
"655f318dffe552001710b46f","2020","01","Angiosperms"
"655f36e8ffe5520017127be5","2020","11","Angiosperms"
"655f3487ffe552001711a729","2022","04","Angiosperms"
"655f3757ffe5520017129489","2023","09","Angiosperms"
"655f4aacffe5520017178868","2019","10","Angiosperms"
"653ab79a9a3184000d64cf38","2018","03","Angiosperms"
"655f4e35ffe552001718882d","2022","01","Angiosperms"
"655f3a14ffe5520017134c67","2023","04","Angiosperms"
"655f4c43ffe5520017181605","2021","02","Angiosperms"
"64523925d9db0801d6b7b99c","2022","03","Angiosperms"
"648171a180233a002145c24e","2015","06","Angiosperms"
"66082978f0716400545db32d","2020","07","Angiosperms"
"655f29aeffe55200170e8fc4","2023","03","Angiosperms"
"6452534ed9db0801d6bae9a1","2022","03","Angiosperms"
"655f4d81ffe552001718673b","2020","04","Angiosperms"
"655f5aeeffe55200171b7022","2021","08","Angiosperms"
"655f5438ffe55200171a0fdd","2021","03","Angiosperms"
"655f30fbffe55200171085a4","2021","07","Angiosperms"
"6452394dd9db0801d6b88f86","2022","12","Angiosperms"
"64523941d9db0801d6b850a1","2015","09","Angiosperms"
"645212e0d9db0801d6b08dc7","1994","12","Angiosperms"
"655f3e4effe5520017145681","2022","05","Angiosperms"
"64523908d9db0801d6b71c3a","2020","07","Angiosperms"
"655f4b47ffe552001717c8af","2022","08","Angiosperms"
"645238efd9db0801d6b68fdf","2018","08","Angiosperms"
"6452393bd9db0801d6b82dec","2016","11","Angiosperms"
"655f5c9affe55200171be036","2019","08","Angiosperms"
"660801f6f0716400545775e3","2023","09","Angiosperms"
"655f459bffe5520017161531","2020","11","Angiosperms"
"655f52d0ffe552001719b379","2023","06","Angiosperms"
"655f5901ffe55200171b0ed4","2023","05","Angiosperms"
"648171ae80233a002145e8d7","2012","04","Angiosperms"
"655f4a29ffe55200171766ac","2018","08","Angiosperms"
"655f4bb7ffe552001717d85a","2019","01","Angiosperms"
"6607d0bff07164005451d307","2023","11","Angiosperms"
"645212d5d9db0801d6b0535b","1995","09","Angiosperms"
"645af2f60d1f13005d3c4eea","2019","06","Angiosperms"
"653ab83c9a3184000d64ee12","2021","10","Angiosperms"
"645212e2d9db0801d6b09925","2015","02","Angiosperms"
"645212dfd9db0801d6b08a38","2006","06","Angiosperms"
"64524752d9db0801d6b8ce48","2018","09","Angiosperms"
"655f2f56ffe5520017102a2f","2022","07","Angiosperms"
"655f36e4ffe5520017126d72","2021","12","Angiosperms"
"655f3309ffe5520017112e26","2022","01","Angiosperms"
"648171a380233a002145c80b","2015","11","Angiosperms"
"648171a180233a002145c129","2015","06","Angiosperms"
"645238ffd9db0801d6b6ea52","2020","04","Angiosperms"
"655f318cffe552001710b1f8","2020","06","Angiosperms"
"655f5737ffe55200171a9fb6","2022","09","Angiosperms"
"655f2d74ffe55200170f8576","2023","08","Angiosperms"
"6452390ed9db0801d6b73d08","2019","12","Angiosperms"
"655f559fffe55200171a19f9","2019","08","Angiosperms"
"655f29b3ffe55200170ea383","2022","07","Arachnid"
"64524fd3d9db0801d6ba10b4","2016","06","Arachnid"
"64524fcfd9db0801d6b9f9fd","2017","03","Arachnid"
"64524fd2d9db0801d6ba0d51","2017","09","Arachnid"
"6608230ef0716400545c77f7","2023","10","Arachnid"
"64524fcfd9db0801d6b9f8e1","2015","05","Arachnid"
"64524fd4d9db0801d6ba15ed","2017","03","Arachnid"
"64524fd0d9db0801d6ba028d","2018","04","Arachnid"
"64524fcbd9db0801d6b9e50c","2014","08","Arachnid"
"64524fd4d9db0801d6ba1857","2018","09","Arachnid"
"66081137f071640054597427","2023","04","Arachnid"
"64524fcbd9db0801d6b9e76f","2014","10","Arachnid"
"655f3753ffe552001712856f","2022","07","Arachnid"
"65689c39bbcd12003721e509","2022","08","Arachnid"
"64524fc7d9db0801d6b9d008","2013","04","Arachnid"
"64524fd1d9db0801d6ba04ef","2018","02","Arachnid"
"64524fcad9db0801d6b9e034","2014","06","Arachnid"
"64524fc9d9db0801d6b9dadd","2014","02","Arachnid"
"64524fcfd9db0801d6b9f8e2","2015","07","Arachnid"
"64524fc8d9db0801d6b9d208","2013","01","Arachnid"
"653a4cd24b4b60006e325a7a","2018","07","Arachnid"
"655f2f51ffe5520017101967","2018","11","Arachnid"
"655f3868ffe552001712ccf9","2018","02","Arachnid"
"64525343d9db0801d6baaf66","2021","11","Arachnid"
"64524fd5d9db0801d6ba1d11","2022","01","Arachnid"
"64524fd3d9db0801d6ba111a","2017","06","Arachnid"
"655f3404ffe55200171188b6","2021","10","Arachnid"
"64524fd4d9db0801d6ba1802","2019","07","Arachnid"
"655f3d83ffe552001714306e","2020","10","Arachnid"
"64524fcfd9db0801d6b9fbec","2018","07","Arachnid"
"655f52cfffe552001719aeee","2019","03","Arachnid"
"64524fcad9db0801d6b9e22b","2014","07","Arachnid"
"64524fcad9db0801d6b9dd64","2014","05","Arachnid"
"64524fc9d9db0801d6b9d974","2013","11","Arachnid"
"653a4df04b4b60006e32aa1f","2016","03","Arachnid"
"64524fcdd9db0801d6b9f1c6","2016","02","Arachnid"
"653a4cd24b4b60006e32598d","2017","06","Arachnid"
"655f5737ffe55200171a9f46","2021","03","Arachnid"
"655f3666ffe55200171230c5","2022","01","Arachnid"
"64524fd0d9db0801d6ba0039","2018","05","Arachnid"
"64524fc8d9db0801d6b9d618","2013","11","Arachnid"
"64524fd4d9db0801d6ba1786","2019","05","Arachnid"
"64524fcbd9db0801d6b9e2f9","2014","07","Arachnid"
"655f3c7effe552001713ee4f","2018","08","Arachnid"
"653a518e4b4b60006e33d5e9","2023","07","Arachnid"
"653a4cd04b4b60006e32546b","2016","08","Arachnid"
"64524fd2d9db0801d6ba0e84","2017","08","Arachnid"
"64524fd5d9db0801d6ba1fd8","2022","07","Arachnid"
"64524fd5d9db0801d6ba1b4c","2020","10","Arachnid"
"64524fd3d9db0801d6ba0fef","2017","07","Arachnid"
"655f4ebeffe552001718bbe1","2023","05","Arachnid"
"655f4ebdffe552001718b861","2022","03","Arachnid"
"64524fced9db0801d6b9f683","2016","05","Arachnid"
"64524fcfd9db0801d6b9fa5e","2018","07","Arachnid"
"66080ed5f071640054592e14","2023","11","Arachnid"
"655f3ffbffe552001714d58c","2019","02","Arachnid"
"645250d5d9db0801d6ba2b61","2018","07","Arachnid"
"64524fcad9db0801d6b9e23f","2014","07","Arachnid"
"655f5733ffe55200171a90d0","2022","05","Arachnid"
"64525362d9db0801d6bb5a65","2022","05","Arachnid"
"64524fc9d9db0801d6b9dbc8","2014","03","Arachnid"
"653a4cd04b4b60006e3254e0","2016","03","Arachnid"
"64524fc9d9db0801d6b9da9b","2014","02","Arachnid"
"64524fd4d9db0801d6ba1a1a","2020","02","Arachnid"
"655f4c3cffe5520017180118","2019","04","Arachnid"
"655f562effe55200171a3940","2018","10","Arachnid"
"64524fccd9db0801d6b9ea8f","2015","01","Arachnid"
"655f5041ffe552001718ec2c","2022","04","Arachnid"
"655f2ee0ffe55200171007cd","2023","09","Arachnid"
"64524fd2d9db0801d6ba0e47","2017","07","Arachnid"
"64524fccd9db0801d6b9ebf8","2015","02","Arachnid"
"655f51dcffe5520017197ad3","2022","10","Arachnid"
"64524fccd9db0801d6b9e980","2011","04","Arachnid"
"64524fd2d9db0801d6ba0b84","2017","11","Arachnid"
"655f3753ffe55200171285af","2020","06","Arachnid"
"64524fcad9db0801d6b9e023","2014","06","Arachnid"
"655f41a3ffe55200171526e9","2019","11","Arachnid"
"64524fd1d9db0801d6ba0559","2018","03","Arachnid"
"64524fccd9db0801d6b9e97f","2014","10","Arachnid"
"655f3389ffe55200171158fe","2023","04","Arachnid"
"655f40c3ffe5520017150db7","2020","02","Arachnid"
"64524fc9d9db0801d6b9dc71","2014","03","Arachnid"
"66081baef0716400545b1264","2023","05","Arachnid"
"655f5a37ffe55200171b5ba6","2022","08","Arachnid"
"64524fccd9db0801d6b9eade","2015","02","Arachnid"
"64524fced9db0801d6b9f410","2009","12","Arachnid"
"645250d5d9db0801d6ba2ddd","2018","10","Arachnid"
"64524fd3d9db0801d6ba0f73","2017","07","Arachnid"
"64524fc8d9db0801d6b9d295","2013","09","Arachnid"
"64524fc8d9db0801d6b9d40a","2013","03","Arachnid"
"645250d5d9db0801d6ba2ed6","2018","11","Arachnid"
"64524fd5d9db0801d6ba1b13","2020","09","Arachnid"
"64524fcbd9db0801d6b9e7e9","2014","11","Arachnid"
"64524fd0d9db0801d6ba0320","2018","04","Arachnid"
"653a518e4b4b60006e33d77b","2019","07","Arachnid"
"655f3669ffe5520017123d34","2021","04","Arachnid"
"66081955f0716400545aa117","2023","11","Arachnid"
"653a4cd04b4b60006e3253f1","2016","06","Arachnid"
"64524fcdd9db0801d6b9eef0","2015","08","Arachnid"
"655f481affe552001716d9dd","2023","05","Arachnid"
"6481712480233a0021443407","2014","08","Archaea & Bacteria"
"6481712080233a002144291f","2005","10","Archaea & Bacteria"
"6481712180233a0021442d0d","2010","06","Archaea & Bacteria"
"6481712080233a00214428bf","2005","10","Archaea & Bacteria"
"6481712380233a0021443373","2014","08","Archaea & Bacteria"
"6481712780233a0021444031","2015","09","Archaea & Bacteria"
"6481712380233a0021443167","2015","02","Archaea & Bacteria"
"6481712480233a00214433ff","2014","08","Archaea & Bacteria"
"6481712280233a0021442f70","2014","08","Archaea & Bacteria"
"6481712280233a0021442f4b","2014","08","Archaea & Bacteria"
"6481712380233a00214432b5","2014","08","Archaea & Bacteria"
"6481712280233a0021443084","2014","08","Archaea & Bacteria"
"6481712380233a002144328f","2014","08","Archaea & Bacteria"
"6481712380233a002144339d","2014","08","Archaea & Bacteria"
"6481712480233a002144352e","2014","08","Archaea & Bacteria"
"6481712480233a00214435f1","2014","08","Archaea & Bacteria"
"6481712080233a0021442781","2005","01","Archaea & Bacteria"
"6481712380233a00214430bc","2014","08","Archaea & Bacteria"
"6481712280233a0021443021","2015","02","Archaea & Bacteria"
"6481712180233a0021442ad7","2006","05","Archaea & Bacteria"
"6481711f80233a0021442692","2004","06","Archaea & Bacteria"
"6481712480233a0021443419","2014","08","Archaea & Bacteria"
"6481712280233a0021442f69","2014","08","Archaea & Bacteria"
"6481712380233a00214431ac","2015","02","Archaea & Bacteria"
"6481712180233a0021442b91","2006","05","Archaea & Bacteria"
"6481712480233a00214435db","2014","08","Archaea & Bacteria"
"6481712480233a00214433d1","2014","08","Archaea & Bacteria"
"6481712380233a002144335f","2014","08","Archaea & Bacteria"
"6481712280233a0021442d71","2012","10","Archaea & Bacteria"
"6481712080233a0021442791","2005","01","Archaea & Bacteria"
"6481712580233a002144382b","2014","08","Archaea & Bacteria"
"6481712280233a0021442fd3","2014","11","Archaea & Bacteria"
"6481712080233a0021442712","2004","12","Archaea & Bacteria"
"6481712180233a0021442ad1","2006","05","Archaea & Bacteria"
"6481712480233a00214435b6","2014","08","Archaea & Bacteria"
"6481712080233a0021442a25","2006","02","Archaea & Bacteria"
"6481712580233a00214438cf","2014","08","Archaea & Bacteria"
"6481712480233a002144369e","2015","02","Archaea & Bacteria"
"6481712180233a0021442aef","2006","05","Archaea & Bacteria"
"6481712e80233a002144565e","2018","04","Archaea & Bacteria"
"645b62a60d1f1300703d2fb1","2020","02","Archaea & Bacteria"
"6481712680233a0021443c85","2016","04","Archaea & Bacteria"
"6481712180233a0021442ad1","2006","05","Archaea & Bacteria"
"6481712380233a0021443378","2014","08","Archaea & Bacteria"
"6481712180233a0021442a5d","2006","02","Archaea & Bacteria"
"6481712280233a0021442f13","2014","08","Archaea & Bacteria"
"6481712080233a00214429e6","2005","12","Archaea & Bacteria"
"6481712480233a0021443610","2014","08","Archaea & Bacteria"
"6481712480233a00214435b8","2014","08","Archaea & Bacteria"
"6481712380233a00214430c1","2014","08","Archaea & Bacteria"
"6481712080233a002144275c","2005","01","Archaea & Bacteria"
"6481712180233a0021442a5c","2006","02","Archaea & Bacteria"
"6481712580233a00214436fa","2014","08","Archaea & Bacteria"
"6481712480233a0021443658","2015","02","Archaea & Bacteria"
"6481712380233a00214432b4","2014","08","Archaea & Bacteria"
"6481712480233a0021443560","2014","08","Archaea & Bacteria"
"6481712280233a0021442fed","2015","02","Archaea & Bacteria"
"6481712280233a0021442f45","2014","08","Archaea & Bacteria"
"6481712980233a00214445df","2016","03","Archaea & Bacteria"
"6481712280233a002144302c","2015","02","Archaea & Bacteria"
"6481712480233a0021443537","2014","08","Archaea & Bacteria"
"6481712480233a0021443687","2015","02","Archaea & Bacteria"
"6481712980233a0021444643","2015","12","Archaea & Bacteria"
"6481712580233a00214438d9","2014","08","Archaea & Bacteria"
"6481712080233a00214427f0","2005","02","Archaea & Bacteria"
"6481712380233a00214430e5","2014","08","Archaea & Bacteria"
"6481712080233a002144274e","2005","01","Archaea & Bacteria"
"6481712580233a0021443752","2014","08","Archaea & Bacteria"
"6481712080233a0021442920","2005","10","Archaea & Bacteria"
"6481711f80233a00214426b5","2004","08","Archaea & Bacteria"
"6481712480233a002144345c","2014","08","Archaea & Bacteria"
"6481712480233a00214436bb","2015","02","Archaea & Bacteria"
"6481712780233a0021443f1f","2015","09","Archaea & Bacteria"
"6481712880233a0021444088","2015","10","Archaea & Bacteria"
"6481712380233a00214430b4","2014","08","Archaea & Bacteria"
"6481712380233a00214433b1","2014","08","Archaea & Bacteria"
"6481712580233a002144371b","2014","08","Archaea & Bacteria"
"6481712480233a0021443609","2014","08","Archaea & Bacteria"
"6481712180233a0021442a35","2006","02","Archaea & Bacteria"
"6481712480233a00214434f4","2014","08","Archaea & Bacteria"
"6481712480233a00214435c1","2014","08","Archaea & Bacteria"
"6481712480233a002144340a","2014","08","Archaea & Bacteria"
"6481712380233a00214432e5","2014","08","Archaea & Bacteria"
"6481712580233a00214437d4","2014","08","Archaea & Bacteria"
"6481712380233a00214430d1","2014","08","Archaea & Bacteria"
"6481712280233a0021442fe6","2015","02","Archaea & Bacteria"
"6481712280233a0021443047","2015","02","Archaea & Bacteria"
"6481712380233a00214430de","2014","08","Archaea & Bacteria"
"6481712980233a00214445ab","2015","12","Archaea & Bacteria"
"6481712580233a00214437fc","2014","08","Archaea & Bacteria"
"6481712380233a00214431ad","2015","02","Archaea & Bacteria"
"6481712780233a0021443f72","2015","12","Archaea & Bacteria"
"6481712380233a0021443187","2015","02","Archaea & Bacteria"
"6481712580233a00214438cf","2014","08","Archaea & Bacteria"
