Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CARE-2517,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Prunus domestica,Common Plum,Approved,Present,Not Native,Uncommon,,,
CARE-2518,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Prunus dulcis,Almond,Approved,Present,Not Native,Uncommon,,,
CARE-2519,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Prunus persica,Peach,Approved,Present,Not Native,Uncommon,,,
CARE-2520,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Purshia mexicana var. stansburyana,Cliff-Rose,Approved,Present,Native,Abundant,,,
CARE-2521,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Purshia tridentata,Antelope Bitterbrush,Approved,Present,Native,Common,,,
CARE-2522,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Pyrus communis,Common Pear,Approved,Present,Not Native,Uncommon,,,
CARE-2523,Capitol Reef National Park,Vascular Plant,Rosales,Rosaceae,Rosa woodsii,Woods' Rose,Approved,Present,Native,Common,,,
CARE-2524,Capitol Reef National Park,Vascular Plant,Rosales,Ulmaceae,Ulmus parvifolia,Chinese Elm,Approved,Present,Not Native,Uncommon,,,
CARE-2525,Capitol Reef National Park,Vascular Plant,Rosales,Ulmaceae,Ulmus pumila,Siberian Elm,Approved,Not Confirmed,Not Native,,,,
CARE-2526,Capitol Reef National Park,Vascular Plant,Rosales,Urticaceae,Parietaria pensylvanica,Pennsylvania Pellitory,Approved,Not Confirmed,Native,,,,
CARE-2527,Capitol Reef National Park,Vascular Plant,Rosales,Urticaceae,Urtica dioica var. occidentalis,Stinging Nettle,Approved,Present,Native,Uncommon,,,
CARE-2528,Capitol Reef National Park,Vascular Plant,Santalales,Santalaceae,Arceuthobium divaricatum,Pinyon Dwarf-Mistletoe,Approved,Present,Native,Uncommon,,,
CARE-2529,Capitol Reef National Park,Vascular Plant,Santalales,Santalaceae,Arceuthobium douglasii,Douglas-Fir Dwarf-Mistletoe,Approved,Present,Native,Rare,,,
CARE-2530,Capitol Reef National Park,Vascular Plant,Santalales,Santalaceae,Arceuthobium vaginatum var. cryptopodum,Southwestern Dwarf-Mistletoe,Approved,Present,Native,Rare,,,
CARE-2531,Capitol Reef National Park,Vascular Plant,Santalales,Santalaceae,Comandra umbellata var. pallida,Bastard Toadflax,Approved,Present,Native,Common,,,
CARE-2532,Capitol Reef National Park,Vascular Plant,Santalales,Santalaceae,Phoradendron juniperinum,Juniper Mistletoe,Approved,Present,Native,Uncommon,,,
CARE-2533,Capitol Reef National Park,Vascular Plant,Sapindales,Anacardiaceae,Rhus aromatica var. simplicifolia,Squawbush,Approved,Present,Native,Uncommon,,,
CARE-2534,Capitol Reef National Park,Vascular Plant,Sapindales,Anacardiaceae,Rhus aromatica var. trilobata,Squawbush,Approved,Present,Native,Abundant,,,
CARE-2535,Capitol Reef National Park,Vascular Plant,Sapindales,Anacardiaceae,Toxicodendron rydbergii,Western Poison Ivy,Approved,Present,Native,Uncommon,,,
CARE-2536,Capitol Reef National Park,Vascular Plant,Sapindales,Sapindaceae,Acer glabrum var. glabrum,Rocky Mountain Maple,Approved,Present,Native,Uncommon,,,
CARE-2537,Capitol Reef National Park,Vascular Plant,Sapindales,Sapindaceae,Acer negundo,Box Elder,Approved,Present,Native,Uncommon,,,
CARE-2538,Capitol Reef National Park,Vascular Plant,Sapindales,Simaroubaceae,Ailanthus altissima,Tree-Of-Heaven,Approved,Present,Not Native,Uncommon,,,
CARE-2539,Capitol Reef National Park,Vascular Plant,Saxifragales,Crassulaceae,Sedum lanceolatum,Lance-Leaved Stonecrop,Approved,Present,Native,Uncommon,,,
CARE-2540,Capitol Reef National Park,Vascular Plant,Saxifragales,Grossulariaceae,Ribes aureum,Golden Currant,Approved,Present,Native,Uncommon,,,
CARE-2541,Capitol Reef National Park,Vascular Plant,Saxifragales,Grossulariaceae,Ribes cereum var. inebrians,Wax Currant,Approved,Present,Native,Uncommon,,,
CARE-2542,Capitol Reef National Park,Vascular Plant,Saxifragales,Grossulariaceae,Ribes inerme,Whitestem Gooseberry,Approved,Present,Native,Uncommon,,,
CARE-2543,Capitol Reef National Park,Vascular Plant,Saxifragales,Saxifragaceae,Heuchera parvifolia,Littleleaf Alumroot,Approved,Present,Native,Rare,,,
CARE-2544,Capitol Reef National Park,Vascular Plant,Saxifragales,Saxifragaceae,Heuchera rubescens,Red Alumroot,Approved,Not Confirmed,Native,,,,
CARE-2545,Capitol Reef National Park,Vascular Plant,Saxifragales,Saxifragaceae,Lithophragma glabrum var. ramulosum,Fringecup Woodlandstar,Approved,Not Confirmed,Native,,,,
CARE-2546,Capitol Reef National Park,Vascular Plant,Saxifragales,Saxifragaceae,Lithophragma tenellum,Slender Woodlandstar,Approved,Not Confirmed,Native,,,,
CARE-2547,Capitol Reef National Park,Vascular Plant,Selaginellales,Selaginellaceae,Selaginella mutica,Blunt-Leaf Spike-Moss,Approved,Present,Native,Uncommon,,,
CARE-2548,Capitol Reef National Park,Vascular Plant,Solanales,Convolvulaceae,Convolvulus arvensis,Field Bindweed,Approved,Present,Not Native,Uncommon,,,
CARE-2549,Capitol Reef National Park,Vascular Plant,Solanales,Convolvulaceae,Cuscuta pentagona,Field Dodder,Approved,Present,Native,Uncommon,,,
CARE-2550,Capitol Reef National Park,Vascular Plant,Solanales,Convolvulaceae,Evolvulus nuttallianus,Evolvulus,Approved,Present,Native,Uncommon,,,
CARE-2551,Capitol Reef National Park,Vascular Plant,Solanales,Convolvulaceae,Ipomoea hirsutula,Ivyleaf Morning-Glory,Approved,Not Present (False Report),Not Native,,,,
CARE-2552,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Datura wrightii,Angel's Trumpet,Approved,Present,Native,Uncommon,,,
CARE-2553,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Lycium andersonii,Anderson's Wolfberry,Approved,Present,Native,Uncommon,,,
CARE-2554,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Lycium pallidum,Pale Wolfberry,Approved,Not Confirmed,Native,,,,
CARE-2555,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Lycium torreyi,Torrey's Wolfberry,Approved,Not Confirmed,Native,,,,
CARE-2556,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Nicotiana attenuata,Coyote Tobacco,Approved,Present,Native,Uncommon,,,
CARE-2557,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Nicotiana trigonophylla,Desert Tobacco,Approved,Present,Native,Uncommon,,,
CARE-2558,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Physalis hederifolia var. fendleri,Fendler's Ground-Cherry,Approved,Not Confirmed,Native,,,,
CARE-2559,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Physalis longifolia,Long-Leaf Ground-Cherry,Approved,Present,Native,Common,,,
CARE-2560,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Solanum elaeagnifolium,Silverleaf Nightshade,Approved,Present,Not Native,Uncommon,,,
CARE-2561,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Solanum sarrachoides,Ground-Cherry Nightshade,Approved,Present,Not Native,Uncommon,,,
CARE-2562,Capitol Reef National Park,Vascular Plant,Solanales,Solanaceae,Solanum triflorum,Cut-Leaf Nightshade,Approved,Present,Native,Rare,,,
CARE-2563,Capitol Reef National Park,Vascular Plant,Vitales,Vitaceae,Parthenocissus vitacea,Thicket-Creeper,Approved,Present,Native,Rare,,,
CARE-2564,Capitol Reef National Park,Vascular Plant,Vitales,Vitaceae,Vitis labrusca,Northern Fox Grape,Approved,Present,Not Native,Uncommon,,,
CARE-2565,Capitol Reef National Park,Vascular Plant,Zygophyllales,Zygophyllaceae,Tribulus terrestris,Puncture Vine,Approved,Present,Not Native,Uncommon,,,
CAVE-1000,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis merriami,Merriam's Elk,Approved,Not Present (Historical Report),Native,,,,
CAVE-1001,Carlsbad Caverns National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Present,Native,Unknown,Resident,,
CAVE-1002,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Ammotragus lervia,"Aoudad, Barbary Sheep",Approved,Present,Not Native,Unknown,Resident,,
CAVE-1003,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Bos bison,American Bison,Approved,Not Confirmed,Native,,,,
CAVE-1004,Carlsbad Caverns National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Not Present (Historical Report),Native,,,Species of Concern,
CAVE-1005,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis,Rocky Mountain Elk,Approved,Present,Not Native,Unknown,Resident,,
CAVE-1006,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer,Approved,Present,Native,Unknown,Resident,,
CAVE-1007,Carlsbad Caverns National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Not Confirmed,Native,,,,
CAVE-1008,Carlsbad Caverns National Park,Mammal,Artiodactyla,Tayassuidae,Pecari tajacu,"Collared Peccary, Javelina",Approved,Present,Native,Unknown,Resident,,
CAVE-1009,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1010,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf,Approved,Not Confirmed,Native,,,,
CAVE-1011,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Unknown,Resident,,
CAVE-1012,Carlsbad Caverns National Park,Mammal,Carnivora,Canidae,Vulpes macrotis,Kit Fox,Approved,Present,Native,Unknown,Resident,,
CAVE-1013,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Unknown,Resident,,
CAVE-1014,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Panthera onca,Jaguar,Approved,Not Confirmed,Native,,,Endangered,
CAVE-1015,Carlsbad Caverns National Park,Mammal,Carnivora,Felidae,Puma concolor,Mountain Lion,Approved,Present,Native,Unknown,Resident,,
CAVE-1016,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Conepatus leuconotus,White-Backed Hog-Nosed Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1017,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1018,Carlsbad Caverns National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1019,Carlsbad Caverns National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Long-Tailed Weasel,Approved,Present,Native,Unknown,Resident,,
CAVE-1020,Carlsbad Caverns National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1021,Carlsbad Caverns National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1022,Carlsbad Caverns National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Unknown,Resident,,
CAVE-1023,Carlsbad Caverns National Park,Mammal,Carnivora,Ursidae,Ursus americanus,American Black Bear,Approved,Present,Native,Unknown,Resident,,
CAVE-1024,Carlsbad Caverns National Park,Mammal,Carnivora,Ursidae,Ursus arctos,Grizzly Bear,Approved,Not Present (Historical Report),Unknown,,,,
CAVE-1025,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1026,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1027,Carlsbad Caverns National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Brazilian Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1028,Carlsbad Caverns National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris nivalis,Mexican Long-Nosed Bat,Approved,Not Confirmed,Unknown,,,Endangered,
CAVE-1029,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1030,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1031,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1032,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Not Confirmed,Unknown,,,Species of Concern,
CAVE-1033,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1034,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,Eastern Red Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1035,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1036,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1037,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Unknown,Resident,,
CAVE-1038,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Not Present (Historical Report),Unknown,,,Species of Concern,
CAVE-1039,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1040,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1041,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1042,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1043,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1044,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus subflavus,Eastern Pipistrelle,Approved,Present,Native,Unknown,Resident,,
CAVE-1045,Carlsbad Caverns National Park,Mammal,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-Banded Armadillo,Approved,Not Confirmed,Native,,,,
CAVE-1046,Carlsbad Caverns National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Not Confirmed,Unknown,,,,
CAVE-1047,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Jackrabbit,Approved,Present,Native,Unknown,Resident,,
CAVE-1048,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Present,Native,Unknown,Resident,,
CAVE-1049,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Approved,Not Confirmed,Unknown,,,,
CAVE-1050,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus robustus,Davis Mountains Cottontail,Approved,Not Confirmed,Native,,,,
CAVE-1051,Carlsbad Caverns National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Not Confirmed,Native,,,,
CAVE-1052,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Microtus mogollonensis,Mogollon Vole,Approved,Not Confirmed,Unknown,,,,
CAVE-1053,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma albigula,Western White-Throated Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1054,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma leucodon,Eastern White-Throated Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1055,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma mexicana,Mexican Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1056,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma micropus,Southern Plains Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1057,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Not Confirmed,Native,,,,
CAVE-1058,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Onychomys arenicola,Mearns' Grasshopper Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1059,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Onychomys leucogaster,Northern Grasshopper Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1060,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1061,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus eremicus,Cactus Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1062,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-Footed Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1063,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1064,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus nasutus,Northern Rock Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1065,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus pectoralis,White-Ankled Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1066,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pi_On Mouse,Approved,Not Confirmed,Unknown,,,,
CAVE-1067,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1068,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys montanus,Plains Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1069,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1070,Carlsbad Caverns National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Unknown,Resident,,
CAVE-1071,Carlsbad Caverns National Park,Mammal,Rodentia,Geomyidae,Cratogeomys castanops,Yellow-Faced Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
CAVE-1072,Carlsbad Caverns National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
CAVE-1073,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus eremicus,Chihuahuan Desert Pocket Mouse,Approved,Present,Native,Unknown,Breeder,,
CAVE-1074,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus hispidus,Hispid Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1075,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus intermedius,Rock Pocket Mouse,Approved,Not Confirmed,Unknown,,,,
CAVE-1076,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus nelsoni,Nelson's Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1077,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys merriami,Merriam's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1078,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Not Confirmed,Unknown,,,,
CAVE-1079,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys spectabilis,Banner-Tailed Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1080,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1081,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Perognathus merriami,Merriam's Pocket Mouse,Approved,Not Present (Historical Report),Native,,,,
CAVE-1082,Carlsbad Caverns National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Present (Historical Report),Not Native,,,,
CAVE-1083,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus interpres,Texas Antelope Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1084,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Cynomys ludovicianus,Black-Tailed Prairie Dog,Approved,Not Confirmed,Native,,,,
CAVE-1085,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Neotamias canipes,Gray-Footed Chipmunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1086,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Sciurus niger,Eastern Fox Squirrel,Approved,Present,Not Native,Unknown,Resident,,
CAVE-1087,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus mexicanus,Mexican Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1088,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1089,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1090,Carlsbad Caverns National Park,Mammal,Soricomorpha,Soricidae,Cryptotis parva,Least Shrew,Approved,Not Confirmed,Native,,,,
CAVE-1091,Carlsbad Caverns National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Present,Native,Unknown,Resident,,
CAVE-1092,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Unknown,Breeder,Species of Concern,
CAVE-1093,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Unknown,,,
CAVE-1094,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Unknown,,Species of Concern,
CAVE-1095,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Unknown,Breeder,Species of Concern,
CAVE-1096,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo albonotatus,Zone-Tailed Hawk,Approved,Present,Native,Unknown,,,
CAVE-1097,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo brachyurus,Short-Tailed Hawk,Approved,Present,Native,Unknown,Vagrant,,
CAVE-1098,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Unknown,Breeder,,
CAVE-1099,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Unknown,,Species of Concern,
CAVE-1100,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Unknown,Vagrant,Species of Concern,
CAVE-1101,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo nitidus,Gray Hawk,Approved,Present,Native,Unknown,,,
CAVE-1102,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Present,Native,Unknown,Vagrant,,
CAVE-1103,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo regalis,Ferruginous Hawk,Approved,Present,Native,Unknown,,,
CAVE-1104,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Approved,Present,Native,Unknown,,,
CAVE-1105,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common Black-Hawk,Approved,Present,Native,Unknown,Vagrant,,
CAVE-1106,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Unknown,,Species of Concern,
CAVE-1107,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Unknown,Vagrant,Species of Concern,
CAVE-1108,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Unknown,Vagrant,In Recovery,
CAVE-1109,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Ictinia mississippiensis,Mississippi Kite,Approved,Present,Native,Unknown,,,
CAVE-1110,Carlsbad Caverns National Park,Bird,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Approved,Present,Native,Unknown,,Species of Concern,
CAVE-1111,Carlsbad Caverns National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Unknown,Breeder,Species of Concern,
CAVE-1112,Carlsbad Caverns National Park,Bird,Accipitriformes,Cathartidae,Coragyps atratus,Black Vulture,Approved,Not Confirmed,Native,,,,
CAVE-1113,Carlsbad Caverns National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Unknown,,Species of Concern,
CAVE-1114,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Aix sponsa,Wood Duck,Approved,Present,Native,Unknown,,,
CAVE-1115,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Approved,Present,Native,Unknown,,,
CAVE-1116,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Unknown,,,
CAVE-1117,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Unknown,,,
CAVE-1118,Carlsbad Caverns National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,Approved,Present,Native,Unknown,,,
